report_year,report_week,refnr,country,country_code,danger_short,measures,reactingcountry,descript_category,countryoforigin,descript_product,descript_type,descript_descr,descript_brand
2012,5,12/7/2012,Sweden,SE,Chemical ,Voluntary withdrawal from the market by the importer.,,Toys,China," Doll ""Pretty Girl""", EAN: 7320342824007, Small doll with big head made of soft plastic. The doll is displayed in a transparent cylindrical package with images of strawberries at the top and a doll in a tea cup at the bottom.,Ddung
2012,5,12/2/2003,Portugal,PT,Chemical ,Import rejected by the customs authorities. ,,Cosmetics,Unknown," Skin lightening product ""Lighting Body Cream"" (Crème éclaircissante)."," Manufacturing and expiration date: “PRO: 03/10, EXP: 03/14”.", White and orange labelled plastic bottle with orange screw top. Volume 300 ml. The packaging bears information in English and French.,Dawmy
2012,5,12/3/2004,Portugal,PT,Chemical ,Import rejected by the customs authorities. ,,Cosmetics,Ivory Coast," Skin lightening product ""Lightening beauty lotion with carrot"" (Lait de beauté éclaircissant à la carotte).", Unknown, Orange labelled plastic bottle with orange screw top. Volume 250 ml. The packaging bears information in English and French.,Skin Light Carotte
2012,5,12/5/2006,Spain,ES,Cuts ,Voluntary recall from consumers.,Iceland Sweden,Decorative articles,China, Snow Globes," models 1700801, 1700893, 2900436, 2900506, 2900508, 2900507, 20110452 and 2900469"," Snow globes with different Christmas figures: fairies, cribs, angels, animals with Father Christmas hats.",Tiger
2012,5,12/11/2012,Spain,ES,Cuts ,Voluntary withdrawal from the market by the importer/manufacturer.,Norway  Sweden,Decorative articles,China," Snow Globe ""Snowball with Father Christmas""", model 2900519, Snow globe with Father Christmas figure.,Tiger
2012,5,13,Czech Republic,CZ,Health risk,Voluntary withdrawal from the market.,,Other,Czech Republic, Serum for eyelashes , Unknown," Colourless clear liquid in a tube with sponge applicator for eyelashes. The primary packaging of the product consists of a white tube with a cap. On the tube there is the name of the product, the content (3.5 ml) and the name and address of the manufacturer. Tube is wrapped in a cardboard box. ",Perfect Lashes
2012,5,13 1/6,Spain,ES,Fire,Voluntary corrective action taken by the manufacturer.,Netherlands Finland Poland  Slovenia Sweden Greece,Motor vehicles,Italy, Motorcycle/moped,, Motorcycle/moped.,Piaggio/Aprilia
2012,5,13 1/4,Spain,ES,Microbiological,Withdrawal from the market ordered by the authorities.,,Toys,China," Plastic gun ""Bubble""", Ref.: A-6678," Bow-shaped plastic gun with a propeller at the back. Packaged in a blister pack which contains instructions in English and a symbol indicating that the product is not suitable for children under three years of age. Printed on the back of the package are graphic instructions, the text of which is in English. An adhesive label is attached to the package containing the importer's details and instructions for battery powered toys.",Gordal Import
2012,5,13 1/3,Spain,ES,Microbiological ,Withdrawn from the market ordered by the authorities. ,,Toys,China," Bubble gun ""Flash Bubble Gun""", Ref.: JY989-A, Fish-shaped bubble gun with two soap refills. Packaged in a blister pack with the name of the product and the brand. Printed on the back of the package are instructions for use with pictures and text in English. An adhesive label is attached to the package containing the importer's details and instructions for battery powered toys.,JIYONG
2012,5,13 5/12,Spain,ES,Electric shock,Import rejected by the customs authorities.,,Lighting equipment,China, Lighting chain,," Indoor Christmas lighting chains with 180 or 200 lamps. Packaged in plastic bag bearing the reference, model, technical characteristics, barcode and identification of the importer, together with warnings.",Cansvila
2012,5,13 1/2,Spain,ES,Electric shock ,Import rejected by the customs authorities.,,Lighting equipment,China," Lighting chain ""Guirnalda with 100 LEDs""",, Decorative lighting chain with 100 LEDs.,Unknown
2012,5,13 7/12,Spain,ES,Chemical,Import rejected by the customs authorities.,,Toys,China, Bath toys (ducks and frogs), - Model: SUP 253 and SUP 254 - Barcode: 8423000394597 and 8423000394603," Plastic toy animals for playing in the bath. Specifically: mother duck with yellow ducklings and mother frog with green baby frogs. Description of packaging: - plastic net with a sticker bearing the model, identification of the importer and the barcode.",MUY IMPORT
2012,5,13 2/3,Spain,ES,Choking,Import rejected by the customs authorities.,,"Clothing, textiles and fashion items",Thailand, Babies' outfit, Model: MEC/10662011 / MEC1662011, - Babies' outfit comprising a jacket and trousers. The jacket bears an image of a monkey and has a zip fastener. Placed on hangers and individually packed in plastic bags.,Monky
2012,5,13 3/4,Spain,ES,Choking,Voluntary withdrawal from the market and information on the dangerous product has been published by the distributor.  ,France ,Toys,China," Play-mat ""Friendly Bear""", Model: TY19823 Barcode: 3608144596785," Small play-mat with a bear on the base, and two arches crossing each other, on which various objects can be hung (rabbit, bear, ball, giraffe, etc).",Baby
2012,5,13 5/6,Spain,ES,Electric shock ,Withdrawal from the market ordered by the authorities.,,Electrical appliances and equipment,China, Travel plug adaptor,,,F-Line
2012,5,13 11/12,Spain,ES,Injuries,Voluntary withdrawal from the market and recall from consumers. ,France ,Toys,China, Musical teddy bear, Model: TY19820 Barcode: 3608144596754, Teddy bear that plays music when a cord is pulled.,Baby
2012,5,14,France,FR,Strangulation ,Voluntary stop of sales from the distributor.,,Jewellery,Poland," Amber baby necklace ""Olivette"" ", Ref. 001," Amber teething necklace with elongated beads in multicoloured amber, strung on a textile cord. There is a knot between each bead and a screw clasp. Length approx. 35cm.",Unknown
2012,5,14 1/12,France,FR,Strangulation ,Voluntary stop of sales.,,Jewellery,Lithuania, Amber baby necklace," 74CBEB/OL/M (Barcode, 0607830380)", Screw clasp necklace with multicoloured ovoid beads separated by knots. Length: 36 cm.,Natalex
2012,5,14 1/6,France,FR,Strangulation ,Voluntary corrective action taken by the manufacturer.,,Jewellery,Lithuania, Amber baby necklace, 74CBEB/MIX (Barcode: 0582420460), Necklace with multicoloured ovoid beads separated by knots and a silver clasp. Length: 35 cm.,Natalex
2012,5,14 1/4,France,FR,Choking and Strangulation ,"Voluntary withdrawal from the market,  stop of sales, information to consumers that the product is dangerous and recall from consumers by the distributor. A warning has been added to each product by the importer. ",,Jewellery,Poland, Amber baby necklace, REF. 21850015," Baby necklace made of round, evenly sized amber beads in brown and orange (5mm). Screw clasp in amber with a knot between each bead.",Unknown
2012,5,14 1/3,Spain,ES,Injuries ,Withdrawal from the market ordered by the authorities.,,Protective equipment,Unknown," Reflective jacket ""Chaleco de Senalizacion de Alta Visibilidad"" (High Visibility Warning Vest)",, Yellow high-visibility warning vest with two reflective stripes. The packaging is a plastic bag with a piece of card.,Best R.M
2012,5,14 5/12,Spain,ES,Chemical,Import rejected by the customs authorities.,,Toys,China," Dolls ""Fashion Vogue Girl"" and ""Modern Girl""",,,Guangda
2012,5,14 1/2,France,FR,Choking ,Voluntary withdrawal from the market and recall from consumers by the distributor. ,,Toys,China, Finger puppet, Ref. 90428, Finger puppet in the form of a soft pink and grey fabric elephant with a stuffed head.,Party Fiesta
2012,5,14 7/12,Germany,DE,Fire,Voluntary corrective action taken by the manufacturer.,Iceland Greece,Motor vehicles,Germany, Passenger car/ camper van T5,, Passenger car/ camper van,Volkswagen
2012,5,14 2/3,Spain,ES,Injuries ,Withdrawal from the market ordered by the authorities.,,"Clothing, textiles and fashion items",China, Children's jeans, style No PL 30 (10 and 12 years)," Children’s mid-length jeans with shiny decorations on each side, elastic cotton belt and adjustable cord. Labels are sewn into the trousers with the brand, producer, origin, size, reference and washing and care instructions. The product is presented without packaging.",The Blue Period
2012,5,14 3/4,Spain,ES,Injuries ,Withdrawal from the market ordered by the authorities. ,,"Clothing, textiles and fashion items",Unknown, Girls' outfit, Size 2," Girls' outfit comprised of a white, short-sleeved T-shirt with a blue flower print and blue cords and blue shorts. A textile label is sewn onto the T-shirt which reads ""Cantarana-2. A cardboard label bears on one side: ""for kid's street fashion collection new fashion wear Cantarana"" and on the other the pictogram for washing and care and the company’s details. The shorts have a textile label sewn into them showing the composition and size 2.",Cantarana
2012,5,14 5/6,Germany,DE,Chemical ,Seizure of the product ordered by the authorities. ,,Chemical products,United States," Tattoo ink ""True Black""", Batch: BK56IMX40 Lot: SS74 Best before date EXP: 28/02/16, Black plastic bottle with adhesive label and screw cap with nozzle for application and dispersal ball.,Intenze
2012,5,14 11/12,Spain,ES,Strangulation ,Withdrawal from the market ordered by the authorities. ,,Toys,China," Rattle for cot ""Little Friends""", Item No 8063 (on the packaging) / item No 0218579 (on the adhesive label) 8432583185799," Baby's rattle comprised of four dolls representing two boys (in blue suits, red caps and yellow shoes) and two girls (with yellow dresses, blue hair and red shoes), linked at the hands by red balls.  The rattle has two red rings at each end, allowing the rattle to be attached to a cot or pushchair. Packaged in a cardboard box of dimensions 33 x 11.5 x 4 cm, predominantly blue with a sky blue and white fringe. The box has a transparent plastic window through which the product can be seen.",Baby Toys
2012,5,15,Spain,ES,Choking,Import rejected by the customs authorities.  ,,Toys,China," Rattle ""Lovely Baby""",," Rattles in different shapes and colours, some are sold inside a baby bottle (953/326-240), others with a guitar (955/326-106), and others are star-shaped (956/326-63). Packaging: transparent bags with a card indicating the brand and the words ""Lovely Baby"", with a label showing the importer's contact details, the CE marking, and the barcode.",Fei Pan
2012,5,15 1/12,Spain,ES,Choking ,Import rejected by the customs authorities.,,Toys,China, Box of rattles, Ref. 25312 and 25329 Barcodes: 852155702531 and 8521557025329," - Various rattles in different shapes and colours. Reference 25312: box of rattles in the shape of a crab and a yellow star with a blue ball. Reference 25329: box of rattles in the shape of a green star, yellow ball and orange telephone. Description of packaging: - The rattles are packaged in a cardboard box with a transparent window. The box bears the indication: ""Lebao, Baby Star and 100% eco-friendly material"". The back of the box bears the reference ""Mlthogar"", the age recommendation, the reference, barcode and importer identification.",Lebao - Mlthogar
2012,5,15 1/6,United Kingdom,UK,Choking ,Import rejected by the customs authorities.,,Toys,China," Toy bricks ""Bricks""", K32168-19B," A clear plastic rucksack with pink edging containing yellow, pink, purple and white bricks.",Le Zhu Cheng
2012,5,15 1/4,United Kingdom,UK,Chemical ,Import rejected by the customs authorities.,,Chemical products,China," Glue ""Extra Glue Super Glue""", No-FOO 6901463523393, Blister Pack of 4 x 3g superglue tubes.,Jiada
2012,5,15 1/3,Spain,ES,Electric shock,Withdrawal from the market ordered by the authorities.,,Electrical appliances and equipment,China," Cable reel ""Enrollacables""", Ref.20015 Barcode: 8425998200157," The product in question is a cable reel with a 5-metre capacity for domestic use, with a lead of 2 x 0.75mm. It is packaged in a cardboard box.",EDM
2012,5,15 5/12,Sweden,SE,Chemical ,Voluntary withdrawal from the market by the importer.,,Toys,China," Doll ""Goodliness doll""", EAN: 7320342824045," Small mermaid doll made of soft plastic. The doll is packed in a pink cardboard box. Printed on the box: “Goodliness doll”, “Lovely Girl” and “It is happy time”.",Lovely Girl
2012,5,15 1/2,Sweden,SE,Chemical ,Voluntary withdrawal from the market by the importer.,,Toys,China, Mask Harry Potter 'Voldemort' mask," Model no 884262, EAN: 883028426270"," Fancy dress costume for children with a 'Voldemort' face mask of soft plastic packed in a clear plastic bag. The mask is pale white and has purple marks. Inside the bag there is a red card with the inscriptions “Harry Potter”, Voldemort” and photos from the Harry Potter films. The costume is available in sizes: Small, Medium & Large.",Rubie's
2012,5,15 7/12,United Kingdom,UK,Damage to sight ,Import rejected by the customs authorities. ,,Laser pointers,China, Laser pointer 2 in 1 Laser and LED Light and Key Chain, Unknown," Black, silver, red and blue metal laser pointers on key-chains. Packaged in a yellow display box. The product is marked ""Class III Laser Product"".",Unknown
2012,5,15 2/3,United Kingdom,UK,Electric shock and Fire,Voluntary recall from consumers.,,Other,China," Electronic cigarette kit ""E-power""",18650," Electronic cigarette kit supplied with mains adaptor (""Travel Adaptor"", model - 18650 - HX-101).",Unknown
2012,5,15 3/4,Hungary,HU,Strangulation ,Withdrawal from the market and recall from consumers ordered by the authorities.,,"Clothing, textiles and fashion items",China, Children's sweatshirt, Model: LP-022," Grey, blue or black sweater with hood for young boys. Size: 116-128.  ",Sunsea
2012,5,15 5/6,Hungary,HU,Strangulation and Injuries ,Withdrawal from the market and recall from consumers ordered by the authorities. ,,"Clothing, textiles and fashion items",China, Children's outfit, Model: DGLJT-5792, Children's outfit consisting of trousers and sweatshirt with hood and zip-fastener. The hood of the sweatshirt and the waist of the trousers include an unattached drawstring. Size: 98-128,Glo story
2012,5,15 11/12,Hungary,HU,Strangulation and Injuries ,Withdrawal from the market ordered by the authorities. ,,"Clothing, textiles and fashion items",China, Girl's outfit, Model: CP-15," Red velour girl’s outfit consisting of trousers and sweatshirt with hood, zip-fastener and two pockets. The product is decorated with floral embroidery. Size: 98",Sunsea
2012,5,16,Hungary,HU,Strangulation ,Withdrawal from the market ordered by the authorities. ,,"Clothing, textiles and fashion items",Unknown, Boy's outfit, Model: CSQ-1175," Boys' brown and yellow outfit consisting of trousers, T-shirt and sweatshirt with hood. The hood includes a drawstring with plastic toggles on the ends. Size: 4",Seagull
2012,5,16 1/12,Latvia,LV,Strangulation ,Sales ban ordered by the authorities until corrective actions are taken. ,,"Clothing, textiles and fashion items",Poland, Children's jumper," model A 16-09, barcode – 1000000065251", Children's light green jumper with yellow trim at the neck and cuffs. On the front of the jumper is the inscription “Amadeo”. Size: 134.,Amadeo®
2012,5,16 1/6,Hungary,HU,Strangulation ,Withdrawal from the market and recall from consumers ordered by the authorities. ,,"Clothing, textiles and fashion items",Unknown, Girl's sweatshirt with hood, Model: WZ8020, Girls' sweatshirt with hood and zip-fastener. The hood includes an unattached drawstring with metal toggles at the ends. Size: 98-116,Grace
2012,5,16 1/4,Hungary,HU,Strangulation ,Withdrawal from the market and recall from consumers ordered by the authorities. ,,"Clothing, textiles and fashion items",Unknown, Children's sweater, Model: XGL-1237," Girl’s sweater with zip-fastener. The product is decorated with inscriptions: ""Peace toys blocks girls dream"". The sweater is available in grey, purple, black and white colours. Size: 134-164.",H&S
2012,5,16 1/3,United Kingdom,UK,Injuries ,Voluntary corrective action taken by the manufacturer.,Norway Finland Denmark  Bulgaria Hungary Sweden,Motor vehicles,Slovakia, Passenger car IX35, IX35, Passenger car,Hyundai
2012,5,16 5/12,Denmark,DK,Strangulation ,Voluntary withdrawal from the market and recall from consumers.,Slovenia,"Clothing, textiles and fashion items",China," Children's sweater ""Classic Bee Hoodie""", Style 38-472, Cotton pull-over hoodie sweater with front print and kangaroo pocket.,Hummel
2012,5,16 1/2,Denmark,DK,Strangulation ,Voluntary withdrawal from the market and recall from consumers.,,"Clothing, textiles and fashion items",China," Children's sweater ""Corporate Poly Hoodie Men""", Style 38-645, Polyester pull-over hoodie sweater.,Hummel
2012,5,16 7/12,Denmark,DK,Strangulation ,Voluntary withdrawal from the market and recall from consumers.,Slovenia Germany,"Clothing, textiles and fashion items",China," Children's sweater ""Corporate Poly Zip Hoodie Men""", Style 38-647, Polyester zip through hoodie sweater.,Hummel
2012,5,16 2/3,Denmark,DK,Strangulation ,Voluntary withdrawal from the market and recall from consumers.,Slovenia Germany,"Clothing, textiles and fashion items",China," Children's sweater ""Hummel Characters Poly Hoodie""", Style 38-743, Polyester pull-over hoodie sweater. There are drawstrings in the hood and neck area.,Hummel
2012,5,16 3/4,Denmark,DK,Strangulation ,Voluntary withdrawal from the market and recall from consumers.,Slovenia Germany,"Clothing, textiles and fashion items",China," Children's sweater ""Hummel Characters cot. Hoodie""", Style 38-744, Cotton pull-over hoodie sweater with front print and kangaroo pocket. There are drawstrings in the hood and neck area.,Hummel
2012,5,16 5/6,Spain,ES,Electric shock ,Withdrawal from the market ordered by the authorities.,,Electrical appliances and equipment,China, Mains plug adaptor," Model 432D, Ref. 12383 Code 8643568123839", A white adaptor in a blister pack.,Wlei - Europa
2012,4,6/3/2004,Austria,AT,Microbiological ,Voluntary withdrawal from the market and information to consumers. ,,Cosmetics,Germany, Shea butter,," Opaque white plastic pot, 250 ml containing body and face cream.",Dr. Sachers
2012,4,6/5/2006,Germany,DE,Injuries ,Voluntary corrective action taken by the manufacturer.,Netherlands,Motor vehicles,Germany, Passenger car A6," 4G, ", Passenger car,Audi
2012,4,6/11/2012,Germany,DE,Injuries,Voluntary corrective action taken by the manufacturer.,Netherlands,Motor vehicles,Germany," Van ""Crafter""",, Van,Volkswagen (VW)
2012,4,7,Poland,PL,Injuries ,Voluntary withdrawal from the market. ,,"Clothing, textiles and fashion items",Germany, Girls' skirt ," Model no: 359/12/77601/316SK, C 2328.841"," Girls' patterned skirt in red, blue, purple and white colours, sizes: 122 – 158 cm, with a red ribbon belt start to be tied at the front of the waist. On the inner side of the skirt there is a label with information about the producer, composition, size and number of model.",C&A - Smart & Pretty
2012,4,7/1/2012,Italy,IT,Electric shock ,Seizure of the product ordered by the authorities,,Gadgets,Unknown," Joke "" Key-chain car"" and "" Match shocking with flashlight""", Unknown," Car-shaped key-rings (""Key chain car"" variety) of various colours and match-shaped key rings (""Match shocking with flashlight"" variety) which emit light and administer a shock when the button is pressed.",Shock
2012,4,7/1/2006,Germany,DE,Fire ,Voluntary corrective action taken by the manufacturer.,Slovenia Greece Portugal,Motor vehicles,Germany, Passenger car,, Passenger car,Mini
2012,4,7/1/2004,Slovenia,SV,Strangulation ,Voluntary withdrawal from the market and recall from consumers by the distributor. ,,"Clothing, textiles and fashion items",Spain, Children's sweatshirt, 631099 and EAN for age 4: 8439050017409 and EAN for age 5: 8439050017416," Boy's sweatshirt with a hood and functional drawstring with extension of 180 mm. There is an inscription across the front which reads: ""ATHLETICS 1984, Campus style, Sports Divisr"". Intended for children aged 4 and 5 years and size 104 and 110 cm.",Bóboli
2012,4,7/1/2003,Slovenia,SV,Strangulation ,Voluntary withdrawal from the market and recall from consumers by the distributor.  ,,"Clothing, textiles and fashion items",Spain, Children's sweatshirt," model 611086, EAN: 8439050002962"," Boy's sweatshirt with a hood and functional drawstring with extension of 170 mm. There is an inscription across the front which reads: ""World series champions 84"". Intended for children aged 18 months and size 86 cm. Sold without packaging.",Bóboli
2012,4,7/5/2012,Cyprus,CY,Chemical ,Voluntary withdrawal from the market by the supplier.,,Toys,China," Soft balls “Sport, Spiderman” ",, Four soft balls in a transparent plastic bag. ,Yi Xing Toy
2012,4,7/1/2002,Cyprus,CY,Chemical ,Voluntary stop of sales and withdrawal from the market by the supplier.,,Toys,China," Doll ""Mode Girl""", NO. 81029B Barcode: 4135191284109," Doll in a cardboard box with window (accessories included). There is a warning about possible choking hazard due to small parts ""Not for children under 3 years"".",New Style
2012,4,7/7/2012,Cyprus,CY,Chemical ,Voluntary stop of sales and withdrawal from the market by the supplier.,,Toys,China, Inflatable plastic chair ,, Inflatable plastic chair,True Royalty
2012,4,7/2/2003,Lithuania,LT,Choking and Injuries,Withdrawal from the market and recall from consumers ordered by the authorities. ,,Toys,China," Push-along toy ""Wheel Game"""," NO.819, Barcode: 2011031145804", - Push-along toy with plastic wheel and a removable handle and balls.,Unknown
2012,4,7/3/2004,Spain,ES,Damage to sight ,Withdrawal from the market ordered by the authorities. ,,Toys,China," Dart Game Set ""Dart Target Set""", ref. 5-0042 8435331300420," Dartboard with darts in cardboard packaging, ",Dart World
2012,4,7/5/2006,Spain,ES,Burns,Voluntary withdrawal from the market.,,Toys,China," Fancy-dress costumes Lil Monster, Lil Wolfie, Mummy with Mask"," Ref. 882493-0883028249336, Ref. 885298-883028529834, Ref. S-8212-L- 8422971821279"," Fancy-dress costumes: a monster costume with a plastic mask, a werewolf with a plastic and fabric mask, and a 'mummy' with a plastic and fabric mask.",Rubie's
2012,4,7/11/2012,Spain,ES,Strangulation and Injuries ,Voluntary withdrawal from the market.,Cyprus ,Toys,China," Fancy-dress costume ""Ghost Pirate Costume""", ref. 883800-L 0883028380077, A pirate fancy-dress costume with decorative tapes at the head and wrists.,Rubie´s
2012,4,8,Spain,ES,Burns ,Withdrawal from the market ordered by the authorities. ,,Toys,Argentina, Minnie Mouse mask, Ref. 014000101 Barcode: 8423138506909," Plastic “Minnie Mouse” mask with elastic band. There is a red bow with white polka dots between the black ears. The product is presented without packaging. A cardboard label is attached showing the CE mark, the age restriction and recycling symbols, details of the producer, the brand name, model, reference and place of origin.",Disney
2012,4,8/1/2012,Spain,ES,Injuries and Damage to sight ,Withdrawal from the market ordered by the authorities. ,,Toys,China, Dart game Dartboard with Six Darts “Dart Game-Amusive”, Item 17941 Item No. 168 Barcode: 8413930179418," Dartboard with six darts. The packaging is a cardboard box labelled with, among other things, details of the importer, “Made in China, C.B. 8413930179418 - Item No. 168-CE”.",Fantastiko
2012,4,8/1/2006,Spain,ES,Burns ,Withdrawal from the market ordered by the authorities. ,Italy,Gadgets,China," Joke item - “Evil Eyes” mask ""F/X Makeup Evil Eyes""", Art. 4138E 8003558413805, The product is a mask to be fitted around the upper part of the face. A small bottle of liquid is included in the packaging. It is packaged in cardboard and plastic. ,Widmann
2012,4,8/1/2004,France,FR,Choking and Chemical,Voluntary stop of sales.  Seizure of the product ordered by the authorities,,Toys,China," Soft toy ""Hello Kitty"" ", Unknown, Soft toy approximately 20 cm tall with suction cup attached by a 6 cm cord.,Unknown
2012,4,8/1/2003,Spain,ES,Choking and Injuries,Imports rejected by the customs authorities.,,Toys,China," Pull-along toy ""Pull-along ducks""", Model: 4422,"  Battery-operated, moving ducks incorporating accessible magnets. The little ducks form a pull-along unit. They connect to each other by means of cords ending in a magnet. The magnets on the cord attach to the magnets on the duck's bodies (each has a magnet on the front and rear). Description of the packaging:  the ducks are packed in cardboard boxes with transparent plastic windows, bearing the following information on the front: ""Electric-Pull-Wire_Duck"". ",Chujangfa Toys
2012,4,8/5/2012,Germany,DE,Chemical ,Voluntary withdrawal from the market. ,,Chemical products,United States," Tattoo ink ""Intense Black""", Batch No LOT # 371310X, Black tattoo ink for human use in a 360 ml plastic bottle.,Makkuro Sumi
2012,4,8/1/2002,Italy,IT,Burns and Fire,Seizure of the product ordered by the authorities ,,Lighters,China, Novelty lighters, Unknown," The lighters are shaped like red fire hydrants. They are not child-resistant, which is mandatory since 11 May 2008.",Shenbo
2012,4,8/7/2012,France,FR,Choking ,Voluntary withdrawal from the market and recall from consumers by the importer.,,Toys,China," Bath toy ""Amuse’bain Jungle""",, Bath toy.  Size of the packaging: 17 x 17 cm.,Babysun Nursery
2012,4,8/2/2003,Spain,ES,Fire and Injuries ,Voluntary corrective action taken by the manufacturer.,Poland  Slovenia,Motor vehicles,Korea," Passenger car ""Antara""",, Passenger car.,Opel
2012,4,8/3/2004,Lithuania,LT,Choking and Injuries ,Withdrawal from the market and recall from consumers ordered by the authorities.,,Toys,China, Sand toy set," Item no: 114680, Barcode: 2011031146801", Sand toy set.,Unknown
2012,4,8/5/2006,Lithuania,LT,Choking and Injuries,Withdrawal from the market and recall from consumers ordered by the authorities.,,Toys,China, Sand toy set," Item no: 114635, Barcode: 2011031146351", Sand toy set.,Unknown
2012,4,8/11/2012,France,FR,Chemical ,Voluntary withdrawal from the market and recall from consumers.,,Toys,Unknown, Pony set, Ref.: 05805 Barcode: 3700372552370," A transparent plastic bag measuring 17 x 19 cm and containing a small purple pony, a 12 cm doll, a brush and a bracelet.",My Vogue Honey
2012,4,9,France,FR,Chemical ,Seizure of the product ordered by the authorities,,Cosmetics,Switzerland," Skin cream ""Cream""", Batch: 3A588, Soft metallic tube with white screw-on cap: 60g.,Civic
2012,4,9/1/2012,France,FR,Chemical ,Seizure of the product ordered by the authorities,,Cosmetics,Ivory Coast," Skin cream ""Lemon Cream""", LOT: 54, Metal tube 50g.,L’Abidjanaise
2012,4,9/1/2006,United Kingdom,UK,Injuries and Damage to sight,Import rejected by the customs authorities.,,Toys,China," Archer set ""Super Archer Set""", Model: 2119," Large, toy archery set with bow and five arrows and a laser sight packaged on a cardboard sleeve with a picture of a male firing an arrow. For children aged more than 8 years old.",AGM
2012,4,9/1/2004,France,FR,Chemical ,Seizure of the product ordered by the authorities,,Cosmetics,Jamaica," Skin cream ""Skin toning cream""", Unknown, Soft metal tube with white screw cap  45G.,Ambi Spécial
2012,4,9/1/2003,France,FR,Chemical ,Seizure of the product ordered by the authorities,,Cosmetics,Italy, Skin lightening product, LOT: 080188, Soft metal tube with white screw cap 30g.,Charms (Lachiparma)
2012,4,9/5/2012,Lithuania,LT,Choking and Injuries,Withdrawal from the market and recall from consumers ordered by the authorities.,,Toys,China, Push-along toy," No.114581, ", Push-along toy packed in a plastic bag with a label.,Unknown
2012,4,9/1/2002,Finland,FI,Chemical ,Import rejected by the customs authorities.,,"Clothing, textiles and fashion items",China, Babies’ overalls, 1) Item number KID165 in invoice 2) Item number KID164 in invoice," 1) Baby’s black overalls with plastic skull figure on the arm and with colourful prints on different parts of the cloth, size 60 cm. ",Leather Heaven
2012,4,9/7/2012,Lithuania,LT,Choking and Injuries,Withdrawal from the market and recall from consumers ordered by the authorities.,,Toys,China, Sand toy set," ITEM No: 02020913390, Barcode: 6902758133907", Plastic sand toy.,Unknown
2012,4,9/2/2003,Hungary,HU,Strangulation and Injuries ,Withdrawal from the market and recall from consumers ordered by the authorities.,,"Clothing, textiles and fashion items",Unknown, Girls' coat, Model: X-02," Girls' coat with hood, zip-fastener and two pockets in different colours: white, pink, red, purple. The hood can be removed by using a zipper. The hood includes an elastic drawstring with plastic toggles on the ends. The front of the coat is decorated with two embroidered flowers and an inscription: ""Beach"".",Getrich
2012,4,9/3/2004,Hungary,HU,Strangulation and Injuries ,Withdrawal from the market and recall from consumers ordered by the authorities.,Romania,"Clothing, textiles and fashion items",Unknown, Girl’s sleeveless jacket, Type: 8412," Girl’s sleeveless jacket with hood, zip-fastener and two pockets. The hood can be removed using a zipper. The hood includes an unattached elastic drawstring with plastic toggles on the ends. The product is decorated with flowers and the inscription: ""Happy House"". The jacket is available in several colour combinations.",Happy House
2012,4,9/5/2006,Hungary,HU,Strangulation ,Withdrawal from the market and recall from consumers ordered by the authorities.   ,,"Clothing, textiles and fashion items",Unknown, Children’s sweater with hood, Unknown," Children’s sweater with hood and zip-fastener. The hood includes an unattached drawstring with plastic toggles on the ends. The product is decorated with two embroidered inscriptions: ""CR72"" and ""72"". The sweater is available in dark pink, light pink, dark blue and red colours. ",Fjhu
2012,4,9/11/2012,Hungary,HU,Strangulation and Injuries ,Withdrawal from the market and recall from consumers ordered by the authorities.,,"Clothing, textiles and fashion items",Unknown, Girls' bikini, Unknown," Horizontal-striped two-piece girl's swimwear. The top of the bikini can be tied with elastic cords around the neck. In the middle of the top there is a functional cord with knots and beads on the end. The right-hand side of the top is decorated with a little girl, three flower motifs, and an inscription. ""Yume"". The bottom of the bikini can be tied with cords at the waist which have knotted ends with beads.",Yehaijinc
2012,4,10,Greece,GR,Injuries ,Voluntary corrective action taken by the manufacturer.,Portugal Germany Netherlands Spain Denmark Poland Hungary  Ireland Slovenia Lithuania Sweden,Motor vehicles,France," Passenger car ""Kangoo""", Kangoo II. ,,Renault
2012,4,10/1/2012,United Kingdom,UK,Fire and Electric shock,Voluntary surrender of the products to the customs authorities.,,Hobby/sports equipment,China," Air gun ""BB Air Soft Gun & BB Air Soft Gun Triple Rail""", Model: D92 / D93 - Triple Rail.," Air gun supplied with a black plastic AC/DC adaptor, serial number HJ-103, with 3-pin mains plug.",Toys Mart
2012,4,10/1/2006,Hungary,HU,Strangulation ,Withdrawal from the market and recall from consumers ordered by the authorities.,,"Clothing, textiles and fashion items",Unknown, Boys' jacket, CSQ-1200," Dark brown lined hooded jacket. The hood includes a drawstring with knots and plastic toggles on the end. The front of the jacket is decorated with a skateboarding figure and an inscription: ""SPORT"".",Seagull
2012,4,10/1/2004,United Kingdom,UK,Fire and Electrical shock,Voluntary surrender of the products to the customs authorities.,,Electrical appliances and equipment,China, Mains adaptor, Model: A1299," White plastic mains adaptor with a 3-pin plug, supplied in clear plastic packaging marked: ""For iPhone 3G/3GS/4G"" ",Emerson Network Power
